image_id,actual_load_pct,predicted_load_pct,absolute_error_pct
img_abe7f38a59bbeef3121a,10.0,85.48417593403325,75.48417593403325
img_18e1e7031747b0aedf08,20.0,92.61888446325989,72.61888446325989
img_4ffc66e2e39991648c04,20.0,86.72410803095067,66.72410803095067
img_db0ce97c7912975e8ad3,80.0,15.084988584857248,64.91501141514276
img_92bf43a6070a809b8613,15.0,73.96308278312617,58.96308278312617
img_533bb8794ea5a199aaaa,85.0,26.877158278408587,58.12284172159141
img_4684e5655dbf6fd89d62,100.0,42.921711476931485,57.078288523068515
img_2d13f13c6c6288b14473,90.0,33.30456300583349,56.69543699416651
img_c8c3cbb3530d693a7d88,75.0,19.710447523359203,55.28955247664079
img_ec12ff4744273b734a2e,30.0,77.18733772824369,47.18733772824369
img_0807a49533966542bdbc,2.0,45.99152690640913,43.99152690640913
img_c8ef413f012a5b214649,60.0,18.37544693107203,41.624553068927966
img_6b8210f4f5c90921f975,95.0,55.44205940987588,39.55794059012412
img_c3075b3e7dbb8e0da023,50.0,87.55637066835682,37.55637066835682
img_a487e788c73539e5fc5c,10.0,47.29604001650722,37.29604001650722
img_7a8632b344d20f858086,50.0,86.08080536001633,36.08080536001633
img_60c3eefe5b6b1ceb2d21,10.0,44.97799619643742,34.97799619643742
img_0650a0e5f7bb1f905534,20.0,53.53675415220866,33.53675415220866
img_a37a48413e591d3b283d,10.0,43.350602387806866,33.350602387806866
img_2fbe094bf8d53d239ad1,20.0,52.786778893308735,32.786778893308735
img_6e97cfab1991f204f855,30.0,61.28477658365372,31.284776583653723
img_14532de5f5cc4219a4e2,90.0,59.34022773544305,30.65977226455695
img_8cb61a15ea252006749a,10.0,39.93150350386935,29.93150350386935
img_393331ed7ff1605ca96a,10.0,39.913114468899195,29.913114468899195
img_5b1f259be98ea8ea4e62,70.0,40.95016579153009,29.04983420846991
img_79fdf9f831a5ce7d0ad9,90.0,61.48977938686812,28.510220613131878
img_b008729f9d3350d7a08c,90.0,61.8282109988601,28.1717890011399
img_2a80651c5dbb9487b239,20.0,47.96704643017,27.96704643017
img_1d74a8096ebd9f0b1037,35.0,62.14842051732381,27.148420517323807
img_8f3aef14389acc5db538,100.0,72.96051239883562,27.03948760116438
img_8c064a9a1be72d196670,70.0,96.49915173549209,26.49915173549209
img_873507fc062f01eae9c1,50.0,23.57245129841055,26.42754870158945
img_d8eeb8a4fab758eb73bc,30.0,55.70666396775907,25.70666396775907
img_f601c759e55353896900,45.0,19.490020637925483,25.509979362074517
img_f85b8be1f228d3f5e978,50.0,24.664964990180327,25.335035009819673
img_6d568cd10a6e9fb520bd,100.0,75.28073561126905,24.71926438873095
img_76bd0402ea62797567d9,100.0,77.38532578730681,22.61467421269319
img_6d20af280edb18feda6c,70.0,92.45005804767402,22.45005804767402
img_b03a6a8969a78a53e9a8,95.0,73.00376301693812,21.996236983061877
img_c3dedb39849287c798bc,50.0,28.32980329891618,21.67019670108382
img_029c06206f3c61693ffa,100.0,78.37885191340212,21.621148086597884
img_b19de4cd0b01111a121c,90.0,68.54274471322562,21.457255286774384
img_e5963734817e3f03eaf4,50.0,28.978511593023207,21.021488406976793
img_4b7b1b459e9d270f646a,5.0,25.912792910191897,20.912792910191897
img_4c2b464198c6e91b2803,100.0,79.19602236537915,20.80397763462085
img_75a939a9c8d17afbe97f,90.0,69.37002391988214,20.629976080117856
img_27ce15e27e259dbb5619,65.0,85.22069637912882,20.220696379128825
