image_id,actual_load_pct,predicted_load_pct,absolute_error_pct
img_4b7b1b459e9d270f646a,5.0,79.008376715526,74.008376715526
img_b06fdb83ce3c027742b5,100.0,43.03750246176777,56.96249753823223
img_75a939a9c8d17afbe97f,90.0,34.93897233139432,55.06102766860568
img_a9d11f8bc4a69cb3f21d,70.0,15.753487988598444,54.246512011401556
img_4684e5655dbf6fd89d62,100.0,48.753238912365575,51.246761087634425
img_7a8632b344d20f858086,50.0,100.0,50.0
img_db0ce97c7912975e8ad3,80.0,33.423769370321146,46.576230629678854
img_4c2b464198c6e91b2803,100.0,53.97691589044107,46.02308410955893
img_8f3aef14389acc5db538,100.0,57.05964375059753,42.94035624940247
img_9de6c1a260d5d1e102c7,100.0,60.82573872574431,39.17426127425569
img_d8eeb8a4fab758eb73bc,30.0,68.37963471698896,38.37963471698896
img_c3dedb39849287c798bc,50.0,11.892331822469387,38.10766817753061
img_dea24f8917946c2c00f1,10.0,47.869706026955484,37.869706026955484
img_14532de5f5cc4219a4e2,90.0,52.41912189017594,37.58087810982406
img_e5963734817e3f03eaf4,50.0,12.811671320218068,37.18832867978193
img_a0339e1554b945db14a0,5.0,40.80780266581711,35.80780266581711
img_e78dfa8118da24739b49,100.0,64.36777751935702,35.63222248064298
img_386761fc0ae1c50d4df8,40.0,75.41587138269259,35.415871382692586
img_4152fe3765591966a6d4,85.0,50.0995269199371,34.9004730800629
img_3d09e679130e79c429e2,90.0,55.902732664049296,34.097267335950704
img_ae4962cecf14a49ba4aa,20.0,54.05750722189517,34.05750722189517
img_5d877a16b184fd53de91,20.0,52.71897829069045,32.71897829069045
img_e7aad5defda605c8d1f1,45.0,77.66969674293475,32.66969674293475
img_18e1e7031747b0aedf08,20.0,52.501783538827524,32.501783538827524
img_6b8210f4f5c90921f975,95.0,62.66164843769226,32.33835156230774
img_b03a6a8969a78a53e9a8,95.0,63.095742787064395,31.904257212935605
img_5b1f259be98ea8ea4e62,70.0,39.201087742905315,30.798912257094685
img_5c920c22bcf24933e0a9,100.0,69.25377094416876,30.746229055831236
img_92bf43a6070a809b8613,15.0,45.703753310356106,30.703753310356106
img_7d98bf28b5c16caddf82,10.0,40.442222714538346,30.442222714538346
img_e0445efcc2c1062cd1f7,100.0,70.02013845188256,29.97986154811744
img_6ab490b5e92692afa518,10.0,39.93113389680979,29.93113389680979
img_e9bbe11d65fe9b30062a,70.0,40.259097900382244,29.740902099617756
img_ec12ff4744273b734a2e,30.0,59.31473956554116,29.31473956554116
img_79fdf9f831a5ce7d0ad9,90.0,60.88754028373314,29.112459716266862
img_6e97cfab1991f204f855,30.0,59.08619302626392,29.08619302626392
img_08b9e9eb3393e4fbaf86,100.0,71.65719422388989,28.34280577611011
img_af0c2e262693d53a7b43,35.0,62.587663650282266,27.587663650282266
img_2d13f13c6c6288b14473,90.0,62.973288659456074,27.026711340543926
img_c22c25d3464f78832b51,3.0,29.357388955214873,26.357388955214873
img_a37a48413e591d3b283d,10.0,35.79646251895058,25.796462518950577
img_a487e788c73539e5fc5c,10.0,35.33385494591768,25.33385494591768
img_2fe8eabbb36648f14b7d,70.0,45.188291814695475,24.811708185304525
img_8cb61a15ea252006749a,10.0,33.20549429845265,23.20549429845265
img_520c0693ceedc81b1ab9,90.0,67.33621051573297,22.663789484267028
