image_id,actual_load_pct,predicted_load_pct,absolute_error_pct
img_18e1e7031747b0aedf08,20.0,71.93713684781918,51.937136847819176
img_abe7f38a59bbeef3121a,10.0,60.667607043904994,50.667607043904994
img_a9d11f8bc4a69cb3f21d,70.0,20.660380415249328,49.33961958475067
img_db0ce97c7912975e8ad3,80.0,30.979350590906176,49.02064940909382
img_8f3aef14389acc5db538,100.0,54.89092486216492,45.10907513783508
img_e7aad5defda605c8d1f1,45.0,88.12642047458218,43.126420474582176
img_75a939a9c8d17afbe97f,90.0,47.8828635435256,42.1171364564744
img_4c2b464198c6e91b2803,100.0,59.27252493300008,40.72747506699992
img_386761fc0ae1c50d4df8,40.0,78.86754625838238,38.867546258382376
img_029c06206f3c61693ffa,100.0,61.302024647559655,38.697975352440345
img_4684e5655dbf6fd89d62,100.0,61.55392664014261,38.44607335985739
img_b06fdb83ce3c027742b5,100.0,64.23945678159356,35.76054321840644
img_a0339e1554b945db14a0,5.0,40.14691460434647,35.14691460434647
img_14532de5f5cc4219a4e2,90.0,55.77954854105127,34.22045145894873
img_a37a48413e591d3b283d,10.0,43.53743453294748,33.53743453294748
img_2fe8eabbb36648f14b7d,70.0,37.676954083170685,32.323045916829315
img_27c59ed267dd926c0625,30.0,61.98619941396371,31.98619941396371
img_4152fe3765591966a6d4,85.0,53.539283723158526,31.460716276841474
img_c3dedb39849287c798bc,50.0,19.33059228626484,30.66940771373516
img_76bd0402ea62797567d9,100.0,69.36326262421346,30.636737375786538
img_e78dfa8118da24739b49,100.0,70.12411580796889,29.87588419203111
img_3d09e679130e79c429e2,90.0,60.77570912379847,29.22429087620153
img_c153cc526e2d9ebdc9d8,80.0,50.92656325073585,29.073436749264147
img_6746d53947c9f034fbeb,15.0,42.39828528734962,27.398285287349623
img_1d74a8096ebd9f0b1037,35.0,61.43652463781546,26.43652463781546
img_d8eeb8a4fab758eb73bc,30.0,56.22407154886531,26.22407154886531
img_e5963734817e3f03eaf4,50.0,23.79828993315286,26.20171006684714
img_5d877a16b184fd53de91,20.0,46.033088658908035,26.033088658908035
img_6196eccd7716ba76af31,100.0,74.4705955952843,25.529404404715706
img_79fdf9f831a5ce7d0ad9,90.0,64.81009031007501,25.18990968992499
img_6d568cd10a6e9fb520bd,100.0,74.94709014170837,25.052909858291628
img_f453c9a561bae8547418,100.0,75.07803289253124,24.92196710746876
img_ae4962cecf14a49ba4aa,20.0,44.56768805613392,24.567688056133917
img_e9bbe11d65fe9b30062a,70.0,94.2336342425217,24.233634242521703
img_4ffc66e2e39991648c04,20.0,44.21669327085686,24.216693270856858
img_c22c25d3464f78832b51,3.0,26.454784282252376,23.454784282252376
img_5b1f259be98ea8ea4e62,70.0,47.89574472805404,22.10425527194596
img_8c064a9a1be72d196670,70.0,49.096043639474445,20.903956360525555
img_dea24f8917946c2c00f1,10.0,30.87075447610322,20.87075447610322
img_3d316581b0becea822b9,90.0,69.47806927013008,20.521930729869922
img_895e4a3f48f3a86349d3,80.0,100.0,20.0
img_61141a57d460443ab14e,70.0,89.98280156892343,19.982801568923435
img_0650a0e5f7bb1f905534,20.0,39.921763688490984,19.921763688490984
img_c8c3cbb3530d693a7d88,75.0,94.31239679490757,19.31239679490757
img_60c3eefe5b6b1ceb2d21,10.0,28.53914651295257,18.53914651295257
img_8cb61a15ea252006749a,10.0,28.51474549666281,18.51474549666281
img_adab34b2f59881f3ece7,30.0,11.690476246821198,18.3095237531788
img_27ce15e27e259dbb5619,65.0,83.21442624135261,18.214426241352612
img_b7e73c29f779b7c293bd,95.0,76.97451612329476,18.025483876705238
img_a21a3c12513adf1430e8,75.0,92.83525327835075,17.83525327835075
img_a487e788c73539e5fc5c,10.0,27.804110121077517,17.804110121077517
img_6cedd1ab8964e0bd9694,65.0,47.34800238580965,17.65199761419035
img_fe0f9be916d68290fcf1,75.0,92.47035847758832,17.47035847758832
img_9de6c1a260d5d1e102c7,100.0,82.99833207792877,17.001667922071235
img_2fbe094bf8d53d239ad1,20.0,36.60567221985504,16.605672219855037
img_ec12ff4744273b734a2e,30.0,46.553867855125404,16.553867855125404
img_eeb0f947d334f1551a3a,10.0,26.463420399058744,16.463420399058744
img_40ee5bfeb06be9144dd4,75.0,58.80402593435598,16.195974065644023
img_e73c04fcc6f37ec164a3,80.0,95.85452101585935,15.854521015859348
img_2d13f13c6c6288b14473,90.0,74.24088968224075,15.759110317759252
img_6b8210f4f5c90921f975,95.0,79.82779212165747,15.172207878342533
img_4fea152c8b22ae433f94,90.0,74.86790812612176,15.132091873878238
img_7a8632b344d20f858086,50.0,65.03313826918523,15.03313826918523
img_3e64e08267e4b697cc88,20.0,5.746757481716962,14.253242518283038
img_b03a6a8969a78a53e9a8,95.0,80.85451623140055,14.145483768599448
img_4a77186d6d3095042e99,70.0,56.23220577692202,13.767794223077978
img_b008729f9d3350d7a08c,90.0,76.95978485871154,13.040215141288456
img_0807a49533966542bdbc,2.0,14.90407096771473,12.90407096771473
img_8cf8faf175380a6b3828,100.0,87.09647341913882,12.903526580861183
img_d696bc9577ad060e1ce7,95.0,82.15972217107343,12.840277828926574
img_0cab19d24b8c7db7c20e,80.0,92.06947291348078,12.06947291348078
img_f28843da35dd3178406d,100.0,88.93689091310087,11.063109086899132
img_464ae54e5f0d28d1267a,100.0,88.95853398618226,11.04146601381774
img_8a429f1ce4876be7985f,100.0,88.97103503013022,11.028964969869776
img_6e97cfab1991f204f855,30.0,40.155863729376236,10.155863729376236
img_f601c759e55353896900,45.0,34.863385172521745,10.136614827478255
img_533bb8794ea5a199aaaa,85.0,74.88087458670748,10.119125413292522
img_f43b43bbb80153e94cb6,50.0,60.056861902608624,10.056861902608624
img_1087eaaf3495c202107d,20.0,29.992751124010102,9.992751124010102
img_2f83f3bee60ef107c413,90.0,80.02162675912032,9.978373240879677
img_6ab490b5e92692afa518,10.0,19.579208024535504,9.579208024535504
img_f85b8be1f228d3f5e978,50.0,59.173141001407856,9.173141001407856
img_7c9383415bd5a0da7141,80.0,88.692122089226,8.692122089226004
img_7be1337363b03fa0e500,75.0,83.50426212633955,8.504262126339555
img_af0c2e262693d53a7b43,35.0,26.49980569553228,8.500194304467719
img_c8ef413f012a5b214649,60.0,51.55541546715329,8.444584532846712
img_8dc275946b3847a03129,10.0,18.052974873314582,8.052974873314582
img_b19de4cd0b01111a121c,90.0,82.45570579439523,7.544294205604771
img_87d1db19a312597c8ac7,35.0,27.458715364331145,7.541284635668855
img_520c0693ceedc81b1ab9,90.0,82.82752618612216,7.172473813877843
img_e3d772979ebec182c1c4,60.0,53.04900303748068,6.950996962519319
img_3f054cd7b1ef2eaa7549,10.0,16.85025471181622,6.85025471181622
img_09abe15ab7e8306c3137,70.0,63.24725099792799,6.752749002072008
img_04c8452fe0099c3e2e9c,20.0,26.02648699013599,6.026486990135989
img_e0445efcc2c1062cd1f7,100.0,94.20146585678285,5.798534143217154
img_17801937df1c2a7ffea1,20.0,14.254205147525717,5.745794852474283
img_03e29ba4e64dc72d2355,80.0,74.35849879109053,5.6415012089094745
img_3f74916e1465afacb35b,100.0,94.56447023516478,5.435529764835223
img_9598916cbe7ba794e79a,20.0,25.268934066560114,5.268934066560114
img_4b7b1b459e9d270f646a,5.0,0.0,5.0
img_d0426b03aa4ebb5cd884,95.0,100.0,5.0
img_ec9f9b4d270b92fc3089,95.0,100.0,5.0
img_c62706b3bccc2566fa2d,40.0,44.840326936173575,4.840326936173575
img_3560747b34a946955b57,20.0,15.396055678223242,4.603944321776758
img_4df2b6b950d73f78e5a4,90.0,94.5665949553713,4.566594955371301
img_08b9e9eb3393e4fbaf86,100.0,95.55970834965427,4.440291650345728
img_0599cec71d4db80bc22f,10.0,5.666491394484218,4.333508605515782
img_86f47f5870a193ecd5a8,10.0,14.306015815003335,4.3060158150033345
img_2a80651c5dbb9487b239,20.0,15.907932584987876,4.092067415012124
img_e225919092c68cc5c121,30.0,26.05105079515191,3.948949204848091
img_81f6f4f10a61ef5fc931,70.0,66.17974534387601,3.8202546561239927
img_40c636e6c07ad096f611,20.0,23.676415318642363,3.6764153186423627
img_8f0eba4ed5dce93d194d,80.0,76.39557249392458,3.6044275060754245
img_8be60b2c1f07fa2658e1,10.0,13.58028616645165,3.58028616645165
img_e06a2cdfaf687e96b878,90.0,93.55158150540812,3.551581505408123
img_6d0fdc18fa5d02e859d8,40.0,36.62782876260217,3.372171237397829
img_393331ed7ff1605ca96a,10.0,13.157732395966534,3.1577323959665335
img_22500081154f499942b0,50.0,47.142780890732304,2.857219109267696
img_c4a6c6da124c536f4db8,15.0,12.160954095327895,2.839045904672105
img_5c920c22bcf24933e0a9,100.0,97.24981046372125,2.7501895362787536
img_fe7ba9b469135331db51,25.0,22.528309675642554,2.4716903243574464
img_92bf43a6070a809b8613,15.0,12.592845370604905,2.4071546293950945
img_6d20af280edb18feda6c,70.0,71.80050149579331,1.8005014957933128
img_873507fc062f01eae9c1,50.0,48.317011208584034,1.6829887914159656
img_7d98bf28b5c16caddf82,10.0,8.368966546284703,1.6310334537152968
img_c3075b3e7dbb8e0da023,50.0,48.48042099170771,1.5195790082922898
img_c68184e3d7cacda13ceb,10.0,8.55181890780161,1.4481810921983893
img_25a11dca94560c32ef84,70.0,69.24010988621322,0.7598901137867813
img_483177ae61af00471f98,15.0,15.68004667672978,0.6800466767297806
img_46944e0ae09d5bb6509b,90.0,90.62612082122197,0.6261208212219742
img_9566196833e7f6ac1bf0,85.0,84.60967800185657,0.3903219981434347
img_ebde8c212b152ab960d6,10.0,9.709674134291852,0.290325865708148
img_57285b3f417a465901b0,15.0,14.786576354838601,0.21342364516139867
img_11f89cb088f756522c91,100.0,100.0,0.0
img_363eb135bdc8a627b930,100.0,100.0,0.0
img_3adf3a7d3629fd83af9f,100.0,100.0,0.0
img_80160b93d57c21034b71,100.0,100.0,0.0
img_8d1327a0603cf8011434,100.0,100.0,0.0
img_9ec218705798e254ef94,100.0,100.0,0.0
img_b9e292e057a4760a82a9,100.0,100.0,0.0
img_ba4834b453ad7fec4fef,100.0,100.0,0.0
img_e4a93efc46a57c18fd14,100.0,100.0,0.0
img_fb14cabd0f98a15953b7,100.0,100.0,0.0
