image_id,actual_load_pct,predicted_load_pct,absolute_error_pct
img_75a939a9c8d17afbe97f,90.0,20.16550812329342,69.83449187670658
img_a9d11f8bc4a69cb3f21d,70.0,1.5873358221965006,68.41266417780349
img_4684e5655dbf6fd89d62,100.0,35.067261984552,64.932738015448
img_db0ce97c7912975e8ad3,80.0,27.62944272490224,52.37055727509776
img_b06fdb83ce3c027742b5,100.0,49.29571714425265,50.70428285574735
img_7a8632b344d20f858086,50.0,100.0,50.0
img_18e1e7031747b0aedf08,20.0,65.06780700066996,45.06780700066996
img_5d877a16b184fd53de91,20.0,64.91025708090844,44.91025708090844
img_8f3aef14389acc5db538,100.0,55.93609081484851,44.06390918515149
img_4c2b464198c6e91b2803,100.0,59.76110341437156,40.23889658562844
img_abe7f38a59bbeef3121a,10.0,49.583241970533535,39.583241970533535
img_2fe8eabbb36648f14b7d,70.0,31.345244972894655,38.654755027105345
img_6196eccd7716ba76af31,100.0,63.67283498982231,36.32716501017769
img_ae4962cecf14a49ba4aa,20.0,55.61067881687074,35.61067881687074
img_3d09e679130e79c429e2,90.0,54.623954631842224,35.376045368157776
img_a0339e1554b945db14a0,5.0,38.867300139657246,33.867300139657246
img_0650a0e5f7bb1f905534,20.0,53.235641003023694,33.235641003023694
img_f453c9a561bae8547418,100.0,66.82343587054102,33.17656412945898
img_14532de5f5cc4219a4e2,90.0,56.970963668973724,33.029036331026276
img_c3dedb39849287c798bc,50.0,17.20995101711066,32.79004898288934
img_dea24f8917946c2c00f1,10.0,42.593025256947115,32.593025256947115
img_e78dfa8118da24739b49,100.0,67.75327931185761,32.24672068814239
img_8a429f1ce4876be7985f,100.0,68.0239298094908,31.976070190509205
img_79fdf9f831a5ce7d0ad9,90.0,58.0269506821857,31.9730493178143
img_6b8210f4f5c90921f975,95.0,63.468537307967715,31.531462692032285
img_92bf43a6070a809b8613,15.0,45.06226634923484,30.06226634923484
img_6d568cd10a6e9fb520bd,100.0,71.01117028506263,28.988829714937367
img_d8eeb8a4fab758eb73bc,30.0,58.774067947478066,28.774067947478066
img_e9bbe11d65fe9b30062a,70.0,41.25305144118208,28.74694855881792
